id,name,text,bookPage,completed,prayerorder_id
18,"МОЛИТВА
ЗА БЛАГОСЛОВЕНИЕ 
НА БЪЛГАРСКИЯ НАРОД","Господи, Боже на Силите, в Името на Христа, чрез което Име Ти си благоволил да Те призоваваме, ние, Твоите чада, идем тази сутрин и припадаме пред Твоите нозе. Молбата ни, Господи, е да благословиш и опазиш българския народ, святата му верига, духовенството, управниците, министрите, земеделците, учителите, търговците, трудещите се в благороден труд, всички майки и бащи, които вършат Волята Ти, и всички добри хора, които работят за Твоето Царство на Земята. Да простреш десницата Си над тях и да ги помилваш.
Господи, възвиси Лицето Си над тях и дарувай им мир! 
Благослови тоя народ в превъзмогване всички ухищрения на лукавия и всичките му тъмни сили.
Молим Ти се, благослови душата и духа на тоя народ, за да Те хвали и слави през всичките векове на бъдещето.
Амин.",33,false,0
19,"МОЛИТВА
„ИЗВОРЪТ НА ДОБРОТО“","Господи, готов съм още сега да изпълня Твоята Воля, която движи всичко живо в света. Ако съм намерил благодат пред Тебе, нека да почувствам радостта Ти в името на Твоята Любов, Мъдрост и Истина. Господи, тури ме в огъня на Твоята Любов!
Господи, какво искаш да направя за възтържествуване на Царството Ти на Земята и за осветяване на Името Ти пред человеците!
Господи, научи ме да мисля за своите братя и сестри, както Ти мислиш за тях.
Амин.",34,false,0
20,"КРАСИВАТА МОЛИТВА
Молитва, дадена на група от 10 души","Господи, Боже, направи ни твърди като диаманта, за да станем основание на Новата Вселена. Направи ни като стълбове в твоята Жива Църква, за да възприемаме Божествения Живот за другите. Освети ни със силата на Святия Си Дух, за да можем със Словото, Мисълта и Делото да събуждаме заспалите души. Разкрий в нас, милий Боже, Божествената Си същност, помогни ни да се сдобием със сила, за да познаем Истината, да станем деца на Светлината, да ходим в Пътя на Правдата, за осъществяване на Плана Ти и за дохождане на Царството Ти на Земята.
Амин.",35,false,0
21,"УТРИННА МОЛИТВА 
НА УЧЕНИКА","Господи, Боже наш,
Душата ми е трепетна пред светлината на новия ден, който ме озарява. Благодаря Ти, че ме пробуди в ранина, когато Те славят разумният човек, птиците и чистите цветя. Благодаря Ти, че ми подаряваш и този ден живота и ме зовеш да продължа своята работа здрав и обновен. Благодаря Ти, че ми даваш условия да изпълня добрата Ти Воля и да я изявя с любов и разумност, като послужа на моите братя и сестри.
Моля Те, дарувай ми присъствието на благия Си Дух, да слушам като предан син Твоето ръководство и душата ми да не се отклонява от Закона Ти.
Дай ми сили, будност и любов да живея за цялото мое и общо повдигане на всички човеци, на всички същества и за идване на Царството Божие на Земята.
Нека Вечното Слънце на Твоята Любов озари с виделината си моята душа и душите на всички мои братя и сестри по лицето на Земята.
Нека Твоята Любов, Мъдрост и Истина, Правда и Добродетел зацаруват в живота на човека.
Нека всички човеци станат едно с Христа и светлите ангели, едно с Теб и Великото Бяло Братство.
Амин.",36,false,0
22,"Молитва,
дадена в 1922 год.","Господи, ние сме готови да изпълним Твоята Свята Воля абсолютно, без никак­ви изменения, и всичката ни радост ще бъде да Ти служим с всичкото си сърце, с всичката си душа, с целия си дух. Искаме да Те познаем като Любов вътре в нас и вън от нас. Да бъдеш Ти винаги във всичките ни начинания, във всичките ни мисли, желания и действия. Да бъдеш Ти начало и край на нашия живот. Начало на всичката Твоя благост и край на всичките наши недоразумения. Начало на Истината и край на лъжата. Начало на Мъдростта и край на глупостта. Начало на Силата и край на насилието. Да бъдеш Ти новото Начало, което е без начало и без край. Начало на Новата светлина, на Новия живот, който сега внасяш в душите ни. Ние Те познаваме, както Ти ни познаваш. Ние Те любим, както Ти ни любиш. Ние сме едно с Теб, както Ти си единственият в тази светлина.
Отсега нататък ще царува Твоята Любов и пълнотата на Твоята Милост през всичките дни на живота ни. Ние начеваме Новия живот. Слез при нас и ние ще дойдем при Теб, слез при душите ни, внеси Светлината Си в Новия живот.  Озари новите ни сърца, които си ни дал, и изпълни умовете ни със Светлината, която си внесъл в тях.
Благослови ни и ние ще носим Твоето благословение.
И така, нашият девиз е: Страх отвън, Любов отвътре, тъмнина отвън, а Светлина отвътре. С Любов и Светлина, ние сме душите на Любовта и Светлината.
Амин.",37,false,0
23,Молитва,"Да възкръсне Господ Христос в моята душа, това е желанието на моята душа. Да освети всички нейни кътчета. Да просвети ума ми с Неговата лъчезарна Мъдрост, да озари сърцето ми с Божията Любов, защото няма любов като Божията Любов,  и да се прояви Божествената Воля напълно в моята душа.
Вярвам, Господи, Ти, Който си ми обещал да ме възкресиш от мъртвите, защото си верен и истинен. Направи да възлюбя всички братя и сестри и ближни, както собствената си душа. Защото аз искам, Господи, Господ в мен,­ тази Божествена искра, която е в мен, иска всички възлюблени души, Господи, да влязат в моята душа, защото тъй ще са чисти удовете на това Велико Твое Тяло.
Моля Ти се, Ти, истински мой Баща, възрасти всичко Божествено, що си посадил от векове в моята душа, за да се прояви съгласно Волята Твоя. 
Призовавам Те, милостиви Отче, Святий Баща на верните Ти чада, стори милост за всичките. 
Амин.",39,false,0
24,Молитва на Духа на твърдото основание,"Господи, Боже мой, душата ми на Тебе уповава! Послушай молбата ми и дай внимание на молението ми! Повдигни духа ми и дай утеха на сърцето ми! Покажи ми, Господи, виделината на Твоето Лице и заради милостта Си подкрепи ме с присъствието на Твоя Свят Дух.
Амин.",40,false,0
25,Молитва към Великото Съзнание,"О, Безкрайно Велико Съзнание, моля Те, позволи ми да се доближа до Теб и да бъда тъй близко, безкрайно близко, за да се  почувствам като единна част от Битието и да се осъзная като цяло, което е излязло от Теб.
Освободи ме от всяка неправа мисъл, чувство, желание, съмнение, критика и самоосъждане и нека бъда тъй смирен, както Ти си ме създал.
Нека да Те усещам тъй близко до себе си, като най-близък приятел, с когото да не се разделям никога. Да ми бъдеш светлина в ума и да Те виждам в нея. Да ми бъдеш живот в сърцето и да Те виждам в него,  както виждам извън себе си. Да познавам само Твоите вечни закони в Природата и в цялата Вселена. Твоята непреривна Любов да ме свърже с Теб за вечни времена.
Амин.",41,false,0
26,Изгрев - Молитва,"1. Мога! ­Така да изгрее моето слънце в моята душа и да обнови моето сърце.
2. Можеш!­ Така да изгрее Божието слънце в мен и да обнови моята душа.
3. Може!­ Така да изгрее Слънцето на моя дух и да обнови моя ум.
4. Можем! Така да изгрее Слънцето на нашите ангели и да обнови нашите души.
5. Можете! Така да изгрее Слънцето на Великия Господ на Мира в нашите души и да обнови нашите сърца.
6. Могат! Така да изгрее Слънцето на всички слънца в нашите духове и да обнови нашите умове.
(Мога! Можеш! Може!	         Можем! Можете! Могат!
Мога аз, можеш Ти, Господи, Който си в мен и моята душа.
Може Великият Дух, Който ни ръководи. Можем ние, можете вие, които сте в нас и нашите души.
Могат Твоите всички духове, които ни ръководят.)
7. Вярвам в Тебе, Господи, Който си ми говорил в миналото.
8. Вярвам в Тебе, Господи, Който ми говориш сега.
9. Вярвам в Тебе, Господи, Който ще ми говориш в бъдеще.
10. Да дойде Твоята виделина върху всички, да се прослави Името Ти.
11. Да се въдвори Царството Ти и да се изпълни Волята Ти на Земята, както се изпълня горе на Небето.
Амин.",42,false,0
27,Молитва за просвета,"Просвети ме, о преблагий Исусе, с вътрешна виделина, и нека Твоята виде­лина  да осияе моето сърце и да разгони всичката негова тъмнина.
Запри заблудения ми ум и сломи силата на тези изкушения, които постоянно ме смущават. Покажи силата на ръката Си и укроти тия алчни и неразумни желания, така щото да намеря мир в Твоята сила и непрестанно да слушам в себе си глас на похвала.
Запрети на ветровете и на бурите, кажи на морето да не се вълнува и на вятъра: „Не духай вече!“ И ще стане го-ляма тишина.
Проводи Твоята Виделина и Твоята Истина да осияе Земята, защото аз съм тъмна и безплодна земя, додето Ти не ме осветиш.
Ободри моята отслабнала душа под бремето на тежките ѝ грехове. Отнеси всичките ми желания горе на небето, та като вкуся от това блаженство, с отвращение да гледам на тези земни неща.
Вдигни ме от тези скоропреходни неща, защото никой съседен предмет не може да удовлетвори или насити всецяло сърцето ми.
Съедини ме с Теб, Боже, посредством неразрушимата връзка на Любовта, защото само Ти стигаш до оня, който Те обича, а без Теб всичко е суета.
Амин.",43,false,0
28,Молитва на детето,"Подкрепяй ме, о Боже, Татко Благий, вси неволи да търпя и над съблазните всечасни да се съвзема с чистота.
И хлебеца ми благославяй, и въздуха, и чистата вода, и сън ми дай детски, чист и сладък, да бъда силен и крепък в труда. В сърце ми младо, Творче Благий, изливай щедро Твоята Любов, на вси страдащи да помагам и да възпявам Пътя Ти нов.
 Ти, Който можеш всичко и грижиш се безспир за мъничките птички и за целия земен мир, о, Боже, бди над мен от Своя слънчев свод, прати благословение над моя млад живот, да раста под Твоята благодат, под Твоята светла шир, да се събуждам с радост и да заспивам в мир.
Амин.",45,false,0
29,Да разбираме Волята Ти,"1. Господи, просвети ума ми. Дай ми светлина и знание да разбирам Волята Ти и да я изпълнявам.
2. Моля Ти се, Господи, помогни ми днес, да бъде съзнанието ми будно, да не ме изненада  изкушение.
3. Духът Божий, възлюбленият на нашата душа, ще свърши всичко заради нас.
Мото:
„Така да загинат враговете Божии! Пази ни, Господи, със святата Си сила през всичките дни на нашия живот.“ 
(три пъти)
Амин.",46,false,0
30,Изпълни ни с Твоя мир,"Всеблагий Отче на всичката пълнота, в Името на Твоята Любов озари ни с благия си Дух и изпълни сърцата ни с Твоя мир.
Амин.",46,false,0
31,"Молитва за разрешаване
въпросите на душата","Господи, ние Ти благодарим за хуба­вия живот, който си ни дал. Благодарим Ти за този хубав свят, който си създал заради нас. Ние искаме да живеем по новия начин, по закона на Любовта, която си внесъл в душите ни. Нека Твоята Светлина озари умовете ни и с тази Светлина да разрешим въпросите, които седят пред вратата на нашата душа.
Амин.",47,false,0
32,"МОЛИТВА 
НА ОКУЛТНИЯ УЧЕНИК","Мъдрост прося, о, Боже мой! Ти подкрепи ме, дай ми Любов! Аз вечно ще Те любя! Аз вечно Тебе ще служа!
Амин.",47,false,0
33,МОЛИТВА НА УЧЕНИКА,"Пътя на Истината избрах!
Ще ходя в Истината Ти!
Научи ме, Господи, и води ме в Пътя Си!
Проводи ми Виделината и Истината Си, те да ме водят!
Придай ми вяра!
Вярвам, Господи!",48,false,0
34,КРАТКА МОЛИТВА,"Преблагий Господи, влей светлината на Божествената Мъдрост в ума ми, за да разумея Твоите закони; потопи сърцето ми в топлината на Твоята Любов, за да направя най-малкото добро; освети пътя ми към Тебе с виделината на Божествената Истина, за да се върна в Лоното Ти и да изпълня Волята Ти.
",48,false,0
35,МОЛИТВА ЗА ВСЕКИ ДЕН,"Господи, просвети ума ми, благо­сло­ви сърцето ми, усили волята ми, паметта ми, вярата ми, да оправдая своето същест­вуване и да реша задачата, за която съм дошъл.
Господи, моля Ти се, изпрати ми Твоя Дух, да внесе в моето сърце, в моя ум, в моята душа плода на Любовта, благото на Радостта и Мира – основата на твоето търпение и милосърдие.
Амин.",49,false,0
36,Утринна молитва,"Уповавай на Господа с всичкото си сърце и не се облягай на твоя разум. Във всичките си пътища познавай Него и Той ще оправи стъпките ти.
Да се съединят Любовта, Вярата и Надеждата в сърцата ни и да се прослави Господ в душата ни.
Ще служа Господу с ума си, със сърцето си и със силата си. Ще ходя в Пътя Господен с любовта си, с вярата си и със силата си. И ще познавам Господа в живота си, със сърцето си и с ума си.
Амин.",49,false,0
37,Утринна молитва," Господи, Ти си ме пратил на Земята. Ти си ми дал живот и здраве, дал си ми ум, сърце и живот. Аз ще изпълня Твоята Воля. Аз ще Те прославям.
И след като извърша Волята  Божия, след като ме благослови Бог, ще извърша това, което е добро за моята душа, и ще помагам на моите братя.
Амин.",50,false,0
38,Утринна Молитва,"Боже, благодаря Ти, че съм останал жив, за да мога да Ти служа и днес. Благослови, Господи, душата ми. Благодаря Ти, че съм станал днес да свърша работата си, която трябва, гдето и да съм, и да мога да израсна толкова, колкото трябва.
Благодаря Ти, Боже, за голямата благодат, която имаш към нас. Ние Те познаваме, че си всемилостив, всеистинен и всемъдър. Благодаря Ти, Боже, за всичко, което си ми дал и си ме научил.
Амин.",50,false,0
39,Молитва за вечер,"Господи, във време на почивка на моето тяло огради ме с Твоята Светлина и ме пази. Аз отивам горе да се уча, да се моля и да работя.
Аз искам да се срещна с Христа и вярвам, че това ще стане, защото това е и Неговата воля, а Неговата воля на две не става.
Амин.",51,false,0
40,Вечерна Молитва,"Благий Господи, тази вечер искам да отида в Училището, в Школата на Всемирното Бяло Братство. Господ ме обича и аз Го обичам. Бог е безграничен и затова ме обича. И в неговата Любов нямам абсолютно никакво съмнение. Ще бъда горе, защото Господ е казал и Неговата дума на две не става!
Амин.",52,false,0
41,молитва за вечер,"(Към клетките на паметта.)
Моля ви се, съберете всички данни, необходими за усилване на паметта ми, и създайте всички условия за работа.
(И забрави, що си казал.)",52,false,0
42,МОЛИТВА НА СИЛИТЕ,"Господи на Силите, разпръсни всич­ки лоши помисли на	............ (враговете ни) и на всичкото съдружие, което е с тях, и на всички други тъмни сили, които искат да спрат Твоето Свято Дело на Земята. Разбий козните им.
Да бъде, Господи, както си казал: „Мое е отмъщението  и мъздовъздаянието.“
Да се прослави Името Ти, Господи, на Земята, и да Те познаят всички, че Ти си Единият, Истинният Бог, Спасител на Мира – Христос. Благослови всички, които Те познават и Ти служат с Дух и Истина.
Твоята Бащинска десница на охрана и покровителство да бъде върху ония, които се подвизават в Твоето Име.
Да се изпълни, Господи, Волята Ти на Земята и да се въдвори Царството Ти на Земята, сега и през всичките векове.
Амин.",53,false,0
43,МОЛИТВА ЗА РАЗБИВАНЕ КОЗНИТЕ НА ЛУКАВИЯ,"Господи, Боже на Силите, в Името на Христа, чрез което Име Ти си благоволил да Те призоваваме, ние, Твоите чада, идем тази сутрин (вечер) и припадаме пред Твоите нозе.
Молбата ни, Господи, е да разбиеш и осуетиш замислите на всички тъмни сили на лукавия, които искат да съсипят  и разорят духовно и политически българския народ, между който си ни изпратил.
Господи, молим Ти се, чуй и приеми молбата ни и повдигни душата на българския народ, за да не губи Твоето благословение.
Амин.
",54,false,0
44,МОЛИТВА ЗА ИЗЦЕЛЕНИЕ,"Всеприсъстващи и всеблагий Боже, в Името на Господа, Който е говорил с раба Ти, да дойде Твоето изцеление чрез нас, Твоите слуги, за слава на Името Ти.
Благодарим Ти, че си ни послушал. Ти си само наш Господ и освен Тебе другиго нямаме. Ти си, Който винаги можеш да изцеляваш, и Твоето изцеление е здраве за душата и тялото. Възвърни задружното действие между ума и душата, между душата и тялото. Обърни източника на сърцето за добро и силите на тялото за работа полезна.
Нека този (тази) наш/а брат (сестра)........, който (която) страда, да приеме Твоята Милост, за да можем ние всички да се радваме в проявлението на Твоята Любов, Благост и Сила.
Амин.
*Казва се в сряда, събота и неделя в 7 и 9 часа сутринта. ",55,false,0
45,МОЛИТВА ЗА БОЛНИ,"Господи на Силите, Ти си ни прибе­жи­ще из род в род. Твоите милости във век ще славим. Направил си завет с избраните Си, защото имаш силна и крепка ръка да въздадеш милост на онези, които Те познават от Името Ти.
Обърни, Господи, погледа Си към страдащия/ата брат (сестра) ........., дай внимание на страданията му (ѝ) и ги облекчи. Ние вярваме твърдо на думите Ти, когато си казал:
„Въззови към Мене и ще ти отворя, защото Аз Господ Бог Твой съм, Който подкрепя десницата ти, и ти казвам: Не бой се, Аз ще ти помогна! Не бой се, защото Аз те избрах, призовах те по име. Не си ти сам, когато минаваш през водите. С тебе ще бъда, когато ходиш през огъня, ти няма да се изгориш и пламък не ще те опали, и в немощ не бой се, защото Аз съм с тебе!“
И сега, чуй молбата ми, Господи, и излей върху му (ѝ) от обилната Си милост!
Амин.",56,false,0
46,МОЛИТВА ЗА ЛЕКУВАНЕ,"Господи, Ти си източник на живота! Изпрати  в  мене  животворната Си Сила – Духа, да ми излекува ума, сърцето, духа, душата, волята и тялото. Да ме излекува от всички физически и психически болести и страдания. Да ме дари със здраве, сила и живот, с младост и красота; да развие в мен дарби и способности, за да мога да живея, да се уча и да Ти служа!
Амин.

За изцеление се казват псалмите 102, 40, 35, 91, 70, 86, 88, 97, 115, 116.
За психично болни – Псалом 57.",57,false,0
47,"МОЛИТВА
„ДУХ СВЯТИЙ“","ЗА БОЛНИ
Ако е някой в Христа, 
той е създание ново.
И ще дойдат на тебе
всичките тези благословения
и ще починат.
Аз ще те изцеля.
Едно тяло и Един Дух!
Аз съм Господ,
Който те изцелявам.
Бъди очистен!
Боже, бъди милостив
към мене, грешния!
Изцели душата ми и помилвай ме!
Молете се един за други,
за да изцелеете.
Молбата, която е с вяра, 
ще избави страдущия/ата ......(името).
Амин.",58,false,0
48,Молитва за здраве ,"О, Господи, направи молитвата ми животворна струя, която да разчупи  скудостта на моето Аз и да може да продължи съществуванието ми.
Чрез Твоето Господство да мога да Те споменувам и да Те славословя във всеки свят от Твоите светове.
Амин.",59,false,0
49,Молитва за болни,"Господи на Обичта и Любовта, Боже на живота и здравето, ние, Твоите чада, събрани днес в името на Любовта, идем да Ти благодарим за великата Твоя милост към нас.
Великий Господи, ние се обръщаме към Теб да изпратиш Твоята милост за нашия брат (сестра) ........., който (която) от много време вече страда от тежко боледуване. Господи, молим Ти се, излей чрез нас, Твоите слуги, благостта Си за излекуване на него (нея) и изпрати, молим Ти се, Твоите небесни служители да му (ѝ) донесат подкрепа, здраве, обнова в живота, който Ти съхраняваш за Твоите избрани.
Великий Господи, нека още сега този наш брат (сестра) приеме Твоята велика милост и да се почувства здрав и жизнерадостен.
Господи, благодарим Ти, че си ни послушал. Ние с радост приемаме мъчнотиите в живота и с радост ще изпълним Твоята блага Воля.
Амин.",59,false,0
50,Духът на Истината,"Вдигнете ръцете си нагоре, отворете длани. Концентрирайте мисълта си, да почне да действува Духът на Истината, тогава ще произнесете следното:
1. Да подчини Бог всяко нисше действие в нас на Духа на Истината.
2. Да се възцари Любовта, Мъдростта и Истината на Бога във всичката своя пълнота в нашите души.
3. Ние отваряме сърцата си за Господа, Който е сега между нас. Да се прослави Неговото Име.
Амин.",60,false,0
51,МОЛИТВА НА ДАНАИЛА,"И откри се тайната Данаилу чрез видение през нощта. Тогава благослови Данаил Бога Небеснаго, и говори Данаил, и рече:
„Да е благословено Името Божие от века и до века, защото Мъдростта и Силата са Негови.
И Той променява времената и порите. Сваля царе и поставя царе. Дава мъдрост на мъдрите и знание на разумните.
Той открива дълбоките и скритите. Познава онова, което е в тъмнината, и виделината обитава в Него.
Тебе, Боже на отците ми, благодаря, и Тебе славословя, Който си ми дал мъдрост и сила.
И сега си ми направил познато онова, което попросихме от Тебе.“
Амин.",61,false,0
52,"МОЛИТВА
НА ВСЕЛЕННАТА МИЛОСТ","Господи на Вселенната Милост, Ти, Който си направил человека на Земята и си вложил Духа Си в него, за да го издигнеш до Себе Си, молим Ти се, послушай молбата ни сега, спомни си за заминалия/ата в другия свят брат (сестра)......., спомни си за всички наши заминали братя, сестри, майки, бащи, синове, дъщери, близки и далечни роднини по плът и за всички добри человеци и ги благослови с Великото Си Благословение.
Създай радост на тези души и вдъхни им надежда, че скоро ще ги изпратиш на Земята да продължат своята еволюция при пълно опомване, за да довършат делото на Твоето спасение.
Господи, ние се радваме, че си ни дал възможността да ходатайстваме пред Теб за заминалите ни близки, и увереността, че молбата ни ще бъде чута от Тебе и те ще се наслаждават от радост, която отдавна очакват.
Благословен си Ти, Господи, благо­словено е Името Ти сега и през всичките векове.
Амин.",62,false,0
53,МОЛИТВА ЗА ЗАМИНАЛИ I,"Упокой, Господи, душата на зами­на­лия/ата брат (сестра)........, когото (която) си взел горе поради Волята Си. Настани го (я) в светли места на Твоите селения. Надари го (я) с Твоите духовни добродетели. Да се повдигне, да се съвземе, да види Твоята слава и величие. Да се зарадва душата му (ѝ) на Твоята Благост и Любов. Вечен мир и вечна светлина да царят в душата му (ѝ).
Амин.  ",63,false,0
54,"МОЛИТВА ЗА ЗАМИНАЛИ
II","Господи, дай светлина и мир на любимия/ата ни брат (сестра) ..................
Прав направи пътя му(ѝ), като го (я) водиш към Тебе. Залей този му (ѝ) път със светлина, изпрати му (ѝ) души, които да го (я) упътват, поучават и помагат по пътя, който го (я) води към Тебе.
Господи, приеми ................... в Твоето Лоно. Обгърни го (я)  с необятната Твоя Любов и го (я) води в светлината на Твоята Мъдрост.
Господи, благослови ................ и нека той (тя) расте от любов към любов, от светлина към светлина, от благодат към благодат и от свобода към свобода.
Господи, благослови ..........................
Мир на душата му (ѝ) и вечна светлина по пътя му (ѝ).
Амин.",64,false,0
55,"МОЛИТВА 
ЗА ЗАМИНАЛИТЕ В ОТВЪДНИЯ СВЯТ","Господи, спомени Твоите заминали .............., които си взел горе по Твоята Воля. Настани ги в най-светлите места на Небето, надари ги с Твоите духовни добродетели, да се повдигнат, да видят Твоята Слава и Величие, да се възрадват душите им на Твоята Благост и Любов.

Вечен покой им дари, Господи, и вечна светлина да свети в душите им!
(три пъти)
Амин.",65,false,0
